order_id,customer_id,order_date,ship_date,status,total_amount,discount_pct
ORD-000091,493,2024-11-22,2024-11-29,delivered,613.66,15
ORD-000092,141,2025-10-14,2025-10-17,returned,1560.42,0
ORD-000093,14,2024-05-14,,paid,1527.27,10
ORD-000094,311,2025-09-23,2025-10-03,shipped,1228.6,10
ORD-000095,352,2024-08-25,,paid,61.91,0
ORD-000096,69,2025-12-05,2025-12-14,delivered,1693.82,5
ORD-000097,192,2025-12-30,2026-01-02,returned,1705.74,5
ORD-000098,84,2025-04-30,,paid,394.59,0
ORD-000099,474,2025-02-22,,pending,547.02,5
ORD-000100,344,2024-08-15,2024-08-19,returned,1517.98,0
ORD-000101,444,2024-06-30,2024-07-10,delivered,984.99,0
ORD-000102,219,2025-04-13,,paid,815.68,0
ORD-000103,423,2025-09-14,2025-09-21,returned,1443.2,5
ORD-000104,293,2025-09-18,2025-09-28,returned,1076.96,15
ORD-000105,267,2025-12-22,,pending,227.54,5
ORD-000106,266,2024-02-13,,paid,1080.36,15
ORD-000107,199,2024-02-10,,cancelled,1037.09,15
ORD-000108,150,2024-02-20,,paid,884.71,0
ORD-000109,99022,2024-10-19,2024-10-26,delivered,595.9,0
ORD-000110,463,2025-12-07,,cancelled,293.06,20
ORD-000111,47,2025-10-23,2025-11-01,delivered,235.21,20
ORD-000112,280,2025-08-22,2025-08-25,returned,792.2,0
ORD-000113,92,2025-04-06,,pending,912.82,15
ORD-000114,47,2024-07-25,2024-07-30,delivered,654.91,15
ORD-000115,368,2025-12-29,,paid,1469.19,0
ORD-000116,231,2024-04-26,2024-05-02,returned,179.76,15
ORD-000117,406,2025-01-28,2025-02-06,returned,1228.02,0
ORD-000118,195,2025-01-22,,cancelled,97.37,0
ORD-000119,447,2024-12-09,,cancelled,1322.47,0
ORD-000120,92,2024-06-15,,paid,1540.62,0
ORD-000121,159,2025-03-05,2025-03-13,shipped,584.67,0
ORD-000122,492,2024-04-30,,paid,413.67,10
ORD-000123,235,2024-09-16,,pending,1000.28,5
ORD-000124,312,2025-07-10,,pending,1766.58,0
ORD-000125,338,2024-08-10,,cancelled,956.67,5
ORD-000126,308,2025-03-28,,pending,1204.2,0
ORD-000127,318,2025-07-14,2025-07-23,shipped,1642.04,0
ORD-000128,76,2024-02-20,,paid,119.58,0
ORD-000129,438,2024-02-07,,paid,74.54,10
ORD-000130,170,2025-09-09,2025-09-11,shipped,107.57,5
ORD-000131,345,2024-07-01,2024-06-29,paid,-250.0,15
ORD-000132,305,2025-12-09,2025-12-19,returned,1576.74,0
ORD-000133,297,2025-04-11,2025-04-17,returned,1863.64,0
ORD-000134,189,2026-09-23,2024-11-09,shipped,1642.33,20
ORD-000135,34,2025-03-13,,cancelled,592.74,0
ORD-000136,441,2024-05-04,2024-05-09,returned,665.12,5
ORD-000137,357,2025-06-21,,paid,426.01,0
ORD-000138,374,2024-04-21,,cancelled,1958.91,10
ORD-000139,371,2024-03-30,2024-04-09,delivered,1868.44,15
ORD-000140,312,2024-10-21,2024-10-27,delivered,526.72,10
ORD-000141,475,2025-09-30,2025-10-03,shipped,1232.44,5
ORD-000142,324,2025-06-16,2025-06-24,returned,990.08,0
ORD-000143,363,2025-09-16,,paid,588.07,0
ORD-000144,13,2024-01-02,,pending,935.12,20
ORD-000145,435,2024-04-30,2024-05-04,returned,1601.13,5
ORD-000146,171,2025-02-27,,pending,705.8,20
ORD-000147,6,2025-10-14,,paid,1284.83,15
ORD-000148,405,2024-10-15,2024-10-17,shipped,622.47,10
ORD-000149,393,2025-07-17,2025-07-18,shipped,236.54,0
ORD-000150,371,2024-12-15,2024-12-25,delivered,1235.83,0
ORD-000151,170,2024-06-28,,paid,1669.31,15
ORD-000152,409,2025-05-05,2025-05-06,delivered,1294.85,5
ORD-000153,236,2024-06-08,2024-06-17,returned,1792.9,5
ORD-000154,29,2025-02-27,2025-03-08,returned,605.69,15
ORD-000155,285,2025-11-25,2025-12-04,shipped,47.25,10
ORD-000156,410,2025-12-02,2025-12-08,shipped,141.76,0
ORD-000157,174,2024-10-14,,pending,1967.4,15
ORD-000158,293,2025-07-01,,paid,1215.32,0
ORD-000159,443,2025-09-01,,pending,1566.86,0
ORD-000160,364,2025-12-23,2025-12-24,shipped,550.28,0
ORD-000161,191,2025-05-23,,paid,909.29,0
ORD-000162,155,2024-08-09,,cancelled,358.28,0
ORD-000163,468,2024-02-08,,paid,194.28,10
ORD-000164,464,2024-01-26,2024-02-04,delivered,316.61,0
ORD-000165,448,2025-05-10,2025-05-19,returned,627.61,0
ORD-000166,421,2024-05-26,,pending,1964.72,10
ORD-000167,106,2025-11-23,,paid,1451.9,5
ORD-000168,443,2025-01-31,2025-02-09,returned,240.51,0
ORD-000169,435,2024-02-15,2024-02-25,returned,1745.03,0
ORD-000170,53,2025-04-23,,pending,1045.95,15
ORD-000171,296,2024-11-15,,pending,1519.4,15
ORD-000172,103,2024-08-02,2024-08-06,shipped,580.27,10
ORD-000173,344,2024-11-22,2024-11-24,delivered,552.58,0
ORD-000174,8,2024-10-07,,pending,1917.01,10
ORD-000175,106,2025-06-10,,pending,1089.63,10
ORD-000176,73,2024-11-22,2024-11-27,shipped,1152.43,0
ORD-000177,314,2024-03-13,2024-03-19,shipped,1085.75,0
ORD-000178,242,2024-05-13,,pending,1807.55,0
ORD-000179,28,2024-04-18,2024-04-20,delivered,858.67,0
ORD-000180,457,2025-12-22,,cancelled,1189.58,20
ORD-000181,229,2025-12-07,2025-12-17,returned,717.69,0
ORD-000182,389,2024-07-21,2024-07-30,returned,166.31,20
ORD-000183,68,2025-04-21,,cancelled,194.9,20
ORD-000184,50,2025-12-16,2025-12-24,delivered,627.68,15
ORD-000185,241,2025-12-28,2026-01-01,delivered,1895.42,0
ORD-000186,468,2025-09-23,2025-09-29,shipped,790.23,15
ORD-000187,404,2025-11-12,2025-11-18,shipped,912.03,0
ORD-000188,58,2024-03-07,2024-03-13,delivered,962.52,20
ORD-000189,394,2024-06-23,2024-06-29,shipped,1212.84,0
ORD-000190,208,2025-06-04,,pending,1636.93,20
ORD-000191,285,2024-04-19,2024-04-21,shipped,1586.94,10
ORD-000192,303,2025-04-17,2025-04-24,delivered,484.76,0
ORD-000193,499,2025-07-15,,paid,969.93,0
ORD-000194,417,2024-12-14,,paid,1391.18,5
ORD-000195,404,2025-03-21,,cancelled,690.98,15
ORD-000196,340,2024-08-29,,paid,1342.51,15
ORD-000197,429,2025-12-29,,cancelled,978.39,10
ORD-000198,167,2025-09-02,2025-09-11,delivered,204.33,5
ORD-000199,490,2024-06-29,2024-07-06,shipped,148.52,0
ORD-000200,395,2025-12-02,,cancelled,1641.53,0
ORD-000201,339,2025-05-21,2025-05-22,returned,190.16,20
ORD-000202,463,2024-05-22,,cancelled,1512.43,20
ORD-000203,339,2024-01-01,,paid,306.94,10
ORD-000204,316,2024-10-25,2024-11-04,delivered,899.85,0
ORD-000205,154,2025-11-28,2025-12-08,shipped,1590.75,15
ORD-000206,368,2024-11-07,2024-11-13,delivered,1980.68,10
ORD-000207,506,2024-01-09,,cancelled,1025.74,20
ORD-000208,32,2024-05-10,2024-05-16,shipped,1803.14,0
ORD-000209,287,2024-01-01,2024-01-07,returned,228.3,0
ORD-000210,222,2024-02-01,,paid,1407.42,5
ORD-000211,365,2025-10-02,2025-10-09,shipped,818.0,5
ORD-000212,340,2025-07-12,,paid,355.09,0
ORD-000213,197,2024-07-11,,cancelled,1688.22,0
ORD-000214,148,2025-03-03,,paid,1994.94,15
ORD-000215,6,2024-05-08,,paid,152.77,0
ORD-000216,454,2024-05-27,2024-06-04,returned,1319.27,0
ORD-000217,329,2024-03-27,,paid,1613.82,20
ORD-000218,310,2025-04-11,2025-04-18,returned,1250.26,5
ORD-000219,283,2025-06-05,2025-06-13,delivered,775.58,0
ORD-000220,310,2024-07-09,2024-07-10,delivered,1160.1,20
ORD-000221,257,2024-08-30,2024-09-04,returned,827.57,10
ORD-000222,18,2025-08-13,2025-08-14,shipped,1140.62,15
ORD-000223,298,2025-01-12,,pending,968.25,15
ORD-000224,374,2024-03-22,,paid,1465.27,20
ORD-000225,265,2024-10-13,2024-10-15,delivered,1051.48,10
ORD-000226,242,2024-03-31,,paid,1265.02,15
ORD-000227,351,2025-11-15,,pending,1271.04,20
ORD-000228,314,2025-08-16,2025-08-17,shipped,1808.13,10
ORD-000229,233,2024-01-12,2024-01-21,delivered,1813.05,10
ORD-000230,181,2024-12-05,2024-12-10,delivered,585.52,0
ORD-000231,384,2025-12-12,,cancelled,615.1,20
ORD-000232,32,2025-07-31,2025-08-08,shipped,1160.5,10
ORD-000233,150,2024-02-22,2024-03-03,returned,64.32,5
ORD-000234,259,2024-03-25,,paid,162.96,20
ORD-000235,68,2024-10-11,2024-10-21,shipped,569.13,20
ORD-000236,380,2024-09-20,,pending,231.98,0
ORD-000237,78,2025-08-28,2025-09-05,returned,745.84,0
ORD-000238,121,2024-09-24,2024-10-02,returned,369.81,10
ORD-000239,504,2024-02-03,2024-02-05,shipped,1935.02,10
ORD-000240,386,2024-06-06,2024-06-13,delivered,1543.03,0
ORD-000241,372,2025-11-07,2025-11-10,delivered,429.6,15
ORD-000242,329,2024-12-19,,pending,536.15,20
ORD-000243,86,2024-04-28,,pending,933.39,5
ORD-000244,383,2024-11-04,2024-11-13,delivered,474.99,15
ORD-000245,243,2025-12-23,2025-12-28,delivered,298.85,20
ORD-000246,148,2025-03-21,,pending,1855.17,5
ORD-000247,162,2025-01-26,2025-02-04,returned,1368.92,0
ORD-000248,327,2024-04-09,,cancelled,714.12,20
ORD-000249,471,2025-03-18,,cancelled,1307.61,0
ORD-000250,137,2024-12-09,2024-12-11,shipped,518.13,10
ORD-000251,396,2025-02-04,2025-02-08,delivered,1471.28,10
ORD-000252,173,2024-07-18,,cancelled,1358.66,0
ORD-000253,6,2024-11-16,,cancelled,1348.88,20
ORD-000254,211,2024-03-10,,pending,204.42,0
ORD-000255,180,2025-12-02,2025-12-06,delivered,1453.25,0
ORD-000256,13,2024-07-16,,pending,1242.6,0
ORD-000257,458,2025-08-31,2025-09-04,returned,1901.47,15
ORD-000258,491,2024-05-04,2024-05-06,returned,181.91,10
ORD-000259,337,2024-05-13,2024-05-23,delivered,1608.37,0
ORD-000260,95,2024-04-23,2024-04-28,returned,596.19,15
ORD-000261,233,2024-03-18,2024-03-23,returned,1541.02,15
ORD-000262,132,2025-11-14,2025-11-17,shipped,1563.66,0
ORD-000263,199,2024-03-04,2024-03-10,delivered,1991.96,0
ORD-000264,226,2024-09-28,,paid,148.1,0
ORD-000265,92,2025-09-16,2025-09-24,delivered,225.78,10
ORD-000266,315,2025-03-17,,paid,1290.24,5
ORD-000267,18,2024-09-22,,pending,155.11,10
ORD-000268,10,2024-09-13,2024-09-21,delivered,306.22,15
ORD-000269,341,2024-01-01,,pending,787.06,0
ORD-000270,464,2025-12-17,2025-12-24,shipped,1153.53,10
ORD-000271,245,2025-12-25,2026-01-01,delivered,813.79,15
ORD-000272,116,2024-03-12,,cancelled,16.58,15
ORD-000273,291,2025-05-08,,pending,1075.26,0
ORD-000274,156,2024-12-07,2024-12-14,returned,119.84,15
ORD-000275,274,2024-04-02,2024-04-08,shipped,170.11,5
ORD-000276,104,2024-10-23,2024-10-26,returned,1113.41,5
ORD-000277,154,2025-11-07,,paid,1394.81,0
ORD-000278,184,2025-10-07,2025-10-15,returned,178.88,15
ORD-000279,98,2025-03-24,2025-03-27,returned,81.04,0
ORD-000280,251,2025-08-30,,paid,783.65,20
ORD-000281,158,2025-07-07,2025-07-15,returned,1072.54,20
ORD-000282,19,2025-04-05,,pending,685.18,0
ORD-000283,61,2024-02-13,2024-02-17,delivered,1616.14,15
ORD-000284,482,2025-06-19,2025-06-28,delivered,306.42,10
ORD-000285,19,2024-08-26,,pending,1473.56,5
ORD-000286,242,2025-10-31,,pending,1815.29,10
ORD-000287,360,2024-02-16,,paid,1301.08,0
ORD-000288,26,2024-06-25,2024-06-30,returned,1643.27,0
ORD-000289,88,2025-04-12,,cancelled,1672.35,0
ORD-000290,255,2024-04-18,,pending,1194.01,10
ORD-000291,412,2024-08-13,,pending,413.26,0
ORD-000292,167,2025-11-25,2025-11-27,delivered,1951.95,10
ORD-000293,165,2025-07-12,,paid,1674.49,20
ORD-000294,304,2024-08-06,,pending,355.16,0
ORD-000295,73,2024-05-03,2024-05-10,shipped,344.42,0
ORD-000296,225,2025-07-20,,Delivered,494.85,10
ORD-000297,52,2024-02-11,,paid,1584.19,15
ORD-000298,399,2025-09-19,2025-09-22,delivered,41.1,5
ORD-000299,4,2024-03-23,,pending,367.03,0
ORD-000300,304,2025-12-24,2025-12-29,returned,838.28,20
ORD-000301,65,2025-05-02,2025-05-06,returned,294.74,0
ORD-000302,211,2025-06-19,2025-06-23,delivered,1876.8,10
ORD-000303,306,2025-12-09,2025-12-07,pending,368.2,5
ORD-000304,322,2025-09-18,,pending,1654.7,0
ORD-000305,3,2024-12-22,2024-12-31,delivered,478.92,0
ORD-000306,317,2025-06-26,,pending,730.18,20
ORD-000307,113,2025-07-06,,cancelled,933.79,15
ORD-000308,142,2025-11-06,,paid,115.61,0
ORD-000309,433,2024-06-01,2024-06-09,returned,1000.05,0
ORD-000310,28,2025-11-17,,pending,1293.27,0
ORD-000311,129,2024-08-02,2024-08-08,delivered,1237.47,20
ORD-000312,54,2025-04-09,,pending,1483.43,10
ORD-000313,403,2024-06-29,,paid,67.84,10
ORD-000314,459,2024-04-28,,pending,478.25,5
ORD-000315,167,2025-08-29,,cancelled,843.94,15
ORD-000316,118,2025-11-24,2025-11-26,shipped,659.0,0
ORD-000317,212,2024-08-30,2024-09-03,returned,757.31,0
ORD-000318,300,2024-03-16,2024-03-24,delivered,118.14,5
ORD-000319,476,2024-05-28,,paid,1222.77,0
ORD-000320,70,2025-01-31,2025-02-08,shipped,1442.44,15
ORD-000321,104,2025-01-02,2025-01-08,shipped,263.15,15
ORD-000322,144,2025-08-05,,pending,281.64,20
ORD-000323,215,2025-04-21,2025-04-24,delivered,1523.08,0
ORD-000324,81,2024-10-29,,cancelled,1581.2,15
ORD-000325,296,2025-09-18,,paid,1940.57,20
ORD-000326,211,2024-08-23,,pending,1715.38,5
ORD-000327,243,2024-08-09,,cancelled,1675.61,0
ORD-000328,220,2024-01-15,2024-01-19,returned,503.18,5
ORD-000329,457,2025-08-16,,paid,1855.68,0
ORD-000330,214,2025-08-10,,pending,1960.57,0
ORD-000331,394,2025-04-26,2025-05-05,returned,,10
ORD-000332,415,2025-02-07,2025-02-09,delivered,910.36,0
ORD-000333,386,2024-03-26,,cancelled,34.72,15
ORD-000334,68,2025-02-20,,paid,723.23,0
ORD-000335,9,2025-10-25,,pending,964.77,0
ORD-000336,236,2024-06-14,2024-06-24,returned,1497.1,0
ORD-000337,396,2025-04-10,2025-04-13,delivered,1749.66,5
ORD-000338,321,2024-07-08,2024-07-16,shipped,1410.77,0
ORD-000339,198,2025-10-04,,pending,1787.93,0
ORD-000340,152,2025-06-27,,pending,857.55,0
ORD-000341,278,2025-12-15,,cancelled,1154.71,0
ORD-000342,318,2025-12-02,,pending,1762.89,15
ORD-000343,485,2024-02-26,,cancelled,1820.91,0
ORD-000344,197,2024-02-22,,pending,737.53,10
ORD-000345,188,2024-02-11,2024-02-14,shipped,1299.86,15
ORD-000346,364,2024-03-09,,cancelled,1549.42,0
ORD-000347,277,2024-12-08,,paid,235.98,5
ORD-000348,108,2025-08-17,2025-08-21,returned,647.72,0
ORD-000349,217,2025-05-30,2025-06-04,returned,118.38,0
ORD-000350,249,2024-12-19,2024-12-28,delivered,1058.1,0
ORD-000351,273,2025-04-26,2025-05-05,returned,1799.91,5
ORD-000352,410,2025-09-27,2025-09-29,shipped,384.82,5
ORD-000353,201,2024-03-30,,pending,1796.91,0
ORD-000354,85,2024-03-19,,pending,559.13,15
ORD-000355,78,2024-05-31,2024-06-04,delivered,1046.17,15
ORD-000356,214,2024-01-24,2024-02-02,shipped,1864.13,5
ORD-000357,228,2024-12-21,2024-12-22,delivered,590.12,0
ORD-000358,428,2024-01-23,,paid,1895.42,15
ORD-000359,297,2024-12-09,2024-12-15,delivered,1314.96,20
ORD-000360,304,2024-11-30,2024-12-09,delivered,1685.4,5
ORD-000361,291,2025-04-13,2025-04-16,shipped,1797.58,0
ORD-000362,117,2024-06-24,2024-07-02,shipped,750.09,0
ORD-000363,181,2024-02-18,,paid,575.92,0
ORD-000364,365,2025-09-25,,paid,1075.28,0
ORD-000365,355,2024-06-28,2024-07-01,returned,330.9,0
ORD-000366,295,2024-02-12,2024-02-15,shipped,887.37,0
ORD-000367,288,2024-07-07,,paid,1417.2,15
ORD-000368,76,2024-11-20,2024-11-26,shipped,902.37,-10
ORD-000369,63,2025-06-30,2025-07-01,shipped,815.08,5
ORD-000370,476,2024-05-28,2024-06-03,delivered,320.55,15
ORD-000371,170,2025-07-13,,cancelled,1298.02,0
ORD-000372,497,2025-04-30,2025-05-10,shipped,1337.11,20
ORD-000373,465,2025-08-01,2025-08-09,returned,683.98,0
ORD-000374,72,2025-05-05,,pending,1359.24,0
ORD-000375,206,2024-11-11,,pending,1238.87,0
ORD-000376,48,2025-04-01,2025-04-07,shipped,119.52,15
ORD-000377,270,2024-07-18,,cancelled,452.07,20
ORD-000378,12,2024-10-11,,paid,176.34,20
ORD-000379,344,2025-04-01,2025-04-03,returned,1951.92,5
ORD-000380,163,2024-07-18,2024-07-28,delivered,1214.1,0
ORD-000381,204,2025-11-13,2025-11-16,shipped,1434.77,5
ORD-000382,191,2025-01-13,2025-01-14,delivered,576.45,0
ORD-000383,448,2024-11-11,2024-11-20,delivered,184.32,15
ORD-000384,213,2025-03-30,2025-04-07,returned,584.38,20
ORD-000385,459,2025-03-10,2025-03-17,returned,287.74,10
ORD-000386,74,2025-09-04,,pending,423.49,5
ORD-000387,34,2025-06-21,2025-07-01,shipped,1514.67,0
ORD-000388,328,2024-01-07,2024-01-12,delivered,834.88,10
ORD-000389,291,2025-04-18,2025-04-21,returned,406.52,20
ORD-000390,284,2025-01-25,2025-02-02,shipped,94.04,20
ORD-000391,156,2024-11-05,,cancelled,993.26,15
ORD-000392,14,2025-04-19,,paid,1584.53,0
ORD-000393,490,2024-09-25,2024-10-03,shipped,257.11,15
ORD-000394,92,2024-10-21,2024-10-29,delivered,1814.52,15
ORD-000395,62,2024-09-07,,pending,1531.79,5
ORD-000396,382,2024-03-09,,cancelled,729.9,5
ORD-000397,445,2025-08-02,2025-08-07,delivered,1259.71,5
ORD-000398,192,2025-12-11,,pending,1029.93,10
ORD-000399,84,2024-01-18,2024-01-28,shipped,,0
ORD-000400,70,2025-04-17,2025-04-23,returned,334.98,0
ORD-000401,326,2025-01-04,2025-01-10,delivered,106.94,0
ORD-000402,480,2025-06-26,2025-06-28,returned,1032.59,20
ORD-000403,392,2025-10-05,,paid,198.07,20
ORD-000404,166,2024-06-20,,cancelled,1746.16,20
ORD-000405,139,2025-12-02,2025-12-08,shipped,200.71,10
ORD-000406,7,2024-12-26,,paid,282.53,0
ORD-000407,211,2025-01-16,2025-01-22,delivered,1842.61,0
ORD-000408,80,2024-04-14,,paid,1011.73,20
ORD-000409,315,2024-07-11,,cancelled,1382.41,10
ORD-000410,283,2025-06-28,2025-06-30,returned,840.52,0
ORD-000411,473,2024-04-29,,paid,44.59,0
ORD-000412,186,2024-11-15,2024-11-18,returned,1635.91,10
ORD-000413,89,2025-06-19,2025-06-24,shipped,67.23,20
ORD-000414,66,2024-05-01,,paid,1715.06,0
ORD-000415,158,2025-12-05,,paid,259.43,0
ORD-000416,354,2024-03-21,2024-03-23,delivered,164.69,20
ORD-000417,22,2025-05-10,2025-05-14,delivered,224.56,20
ORD-000418,304,2025-11-06,,cancelled,127.94,0
ORD-000419,34,2024-09-16,,pending,610.28,0
ORD-000420,472,2024-04-08,,pending,1207.57,10
ORD-000421,344,2024-07-23,,paid,709.55,0
ORD-000422,483,2024-05-29,2024-06-03,returned,1898.1,0
ORD-000423,438,2024-12-26,,paid,1006.26,15
ORD-000424,259,2025-09-19,,paid,1144.77,0
ORD-000425,271,2025-08-15,,pending,441.83,0
ORD-000426,462,2024-10-15,,paid,1510.5,0
ORD-000427,472,2024-04-11,,paid,1013.35,15
ORD-000428,358,2025-05-01,2025-05-11,shipped,378.4,15
ORD-000429,428,2024-04-19,,paid,716.1,5
ORD-000430,264,2025-03-10,,paid,462.83,0
ORD-000431,239,2024-11-17,,pending,229.53,0
ORD-000432,361,2025-05-22,2025-05-27,shipped,1118.69,0
ORD-000433,253,2024-03-25,2024-03-27,shipped,775.71,5
ORD-000434,160,2025-09-06,2025-09-14,returned,459.49,5
ORD-000435,97,2024-10-24,2024-10-26,delivered,1790.56,20
ORD-000436,189,2025-05-02,2025-05-05,returned,35.44,15
ORD-000437,54,2025-05-18,2025-05-25,returned,881.74,15
ORD-000438,62,2025-11-23,,pending,295.3,5
ORD-000439,501,2025-12-12,,cancelled,212.43,0
ORD-000440,500,2024-03-07,2024-03-11,shipped,683.88,10
ORD-000441,120,2025-02-17,,pending,1677.84,15
ORD-000442,392,2025-05-26,2025-06-05,shipped,1191.36,20
ORD-000443,183,2025-10-21,2025-10-29,delivered,1336.69,5
ORD-000444,143,2025-05-11,,cancelled,303.27,5
ORD-000445,129,2024-04-20,,pending,983.79,0
ORD-000446,16,2025-10-05,,paid,208.21,0
ORD-000447,348,2024-03-10,2024-03-11,delivered,1944.42,5
ORD-000448,168,2025-09-11,2025-09-14,returned,612.48,10
ORD-000449,339,2024-04-08,,pending,1505.7,20
ORD-000450,104,2025-05-19,2025-05-24,delivered,1327.57,5
ORD-000451,278,2025-05-31,2025-06-06,shipped,1620.87,10
ORD-000452,488,2025-07-13,,pending,1530.29,5
ORD-000453,231,2024-05-01,2024-05-07,delivered,1707.22,5
ORD-000454,17,2025-04-15,,pending,361.97,15
ORD-000455,85,2024-11-06,2024-11-14,returned,867.06,0
ORD-000456,392,2025-02-02,2025-02-04,delivered,1142.02,5
ORD-000457,351,2025-11-06,,cancelled,1083.39,5
ORD-000458,438,2025-05-02,,cancelled,321.06,0
