order_id,customer_id,order_date,ship_date,status,total_amount,discount_pct
ORD-000102,132,2024-09-12,,paid,1624.04,0
ORD-000103,292,2025-08-07,2025-08-11,delivered,1471.19,15
ORD-000104,89,2024-11-28,2024-12-06,delivered,1653.15,15
ORD-000105,420,2025-12-20,,cancelled,1816.23,10
ORD-000106,20,2025-10-19,2025-10-29,shipped,769.28,20
ORD-000107,179,2024-02-27,2024-03-05,shipped,838.88,20
ORD-000108,383,2024-05-03,,paid,1309.03,10
ORD-000109,399,2024-01-12,2024-01-19,returned,117.71,10
ORD-000110,277,2024-02-12,2024-02-22,shipped,307.66,10
ORD-000111,79,2025-12-15,,paid,110.53,15
ORD-000112,386,2025-02-06,2025-02-16,delivered,1154.76,0
ORD-000113,149,2024-08-15,2024-08-22,delivered,304.54,0
ORD-000114,293,2024-03-25,2024-03-26,delivered,1100.82,0
ORD-000115,257,2024-03-28,2024-04-04,delivered,1549.91,0
ORD-000116,287,2024-05-18,2024-05-22,delivered,980.84,15
ORD-000117,288,2025-08-08,,paid,1235.83,15
ORD-000118,125,2025-06-20,,paid,152.57,20
ORD-000119,351,2025-03-16,2025-03-26,shipped,188.29,15
ORD-000120,188,2025-02-27,2025-03-05,delivered,389.07,0
ORD-000121,13,2025-08-31,2025-09-05,returned,346.82,0
ORD-000122,320,2025-09-23,2025-09-26,delivered,886.52,20
ORD-000123,351,2024-08-27,,paid,753.9,20
ORD-000124,379,2024-03-28,,pending,118.53,10
ORD-000125,8,2024-05-31,2024-06-06,shipped,1390.65,0
ORD-000126,242,2024-11-08,2024-11-09,delivered,670.43,15
ORD-000127,105,2025-07-04,,paid,1097.38,20
ORD-000128,248,2024-09-21,,cancelled,1249.85,0
ORD-000129,343,2025-12-12,2025-12-13,returned,759.45,15
ORD-000130,131,2025-06-23,,pending,348.94,0
ORD-000131,317,2024-07-24,2024-07-29,returned,115.64,15
ORD-000132,199,2024-01-09,,pending,1324.14,15
ORD-000133,443,2025-11-06,2025-11-08,shipped,47.97,20
ORD-000134,119,2025-10-26,2025-11-02,delivered,1022.0,15
ORD-000135,249,2024-04-11,2024-04-21,shipped,1067.81,0
ORD-000136,495,2024-07-22,,cancelled,921.39,15
ORD-000137,127,2024-01-23,,pending,1845.32,0
ORD-000138,202,2024-12-07,2024-12-10,delivered,46.56,15
ORD-000139,321,2024-12-26,2024-12-31,shipped,480.05,10
ORD-000140,321,2024-10-09,,pending,522.78,5
ORD-000141,486,2024-01-31,,cancelled,567.59,0
ORD-000142,337,2024-12-15,2024-12-18,delivered,184.71,5
ORD-000143,314,2025-06-17,2025-06-21,returned,840.49,10
ORD-000144,497,2024-06-05,2024-06-10,delivered,1820.37,0
ORD-000145,68,2025-04-04,,cancelled,421.45,0
ORD-000146,351,2025-08-17,,cancelled,1602.21,20
ORD-000147,353,2024-05-21,2024-05-30,shipped,1820.03,5
ORD-000148,478,2024-05-28,2024-06-07,returned,1835.05,0
ORD-000149,273,2024-03-10,,cancelled,1897.72,0
ORD-000150,430,2024-07-07,2024-07-10,shipped,1456.89,20
ORD-000151,493,2024-11-22,2024-11-29,delivered,613.66,15
ORD-000152,141,2025-10-14,2025-10-17,returned,1560.42,0
ORD-000153,14,2024-05-14,,paid,1527.27,10
ORD-000154,311,2025-09-23,2025-10-03,shipped,1228.6,10
ORD-000155,352,2024-08-25,,paid,61.91,0
ORD-000156,69,2025-12-05,2025-12-14,delivered,1693.82,5
ORD-000157,192,2025-12-30,2026-01-02,returned,1705.74,5
ORD-000158,84,2025-04-30,,paid,394.59,0
ORD-000159,474,2025-02-22,,pending,547.02,5
ORD-000160,344,2024-08-15,2024-08-19,returned,1517.98,0
ORD-000161,444,2024-06-30,2024-07-10,delivered,984.99,0
ORD-000162,219,2025-04-13,,paid,815.68,0
ORD-000163,423,2025-09-14,2025-09-21,returned,1443.2,5
ORD-000164,293,2025-09-18,2025-09-28,returned,1076.96,15
ORD-000165,267,2025-12-22,,pending,227.54,5
ORD-000166,266,2024-02-13,,paid,1080.36,15
ORD-000167,199,2024-02-10,,cancelled,1037.09,15
ORD-000168,150,2024-02-20,,paid,884.71,0
ORD-000169,86,2024-10-19,2024-10-26,delivered,595.9,0
ORD-000170,463,2025-12-07,,cancelled,293.06,20
ORD-000171,47,2025-10-23,2025-11-01,delivered,235.21,20
ORD-000172,280,2025-08-22,2025-08-25,returned,792.2,0
ORD-000173,92,2025-04-06,,pending,912.82,15
ORD-000174,47,2024-07-25,2024-07-30,delivered,654.91,15
ORD-000175,368,2025-12-29,,paid,1469.19,0
ORD-000176,231,2024-04-26,2024-05-02,returned,179.76,15
ORD-000177,406,2025-01-28,2025-02-06,returned,1228.02,0
ORD-000178,195,2025-01-22,,cancelled,97.37,0
ORD-000179,447,2024-12-09,,cancelled,1322.47,0
ORD-000180,92,2024-06-15,,paid,1540.62,0
ORD-000181,159,2025-03-05,2025-03-13,shipped,584.67,0
ORD-000182,492,2024-04-30,,paid,413.67,10
ORD-000183,235,2024-09-16,,pending,1000.28,5
ORD-000184,312,2025-07-10,,pending,1766.58,0
ORD-000185,338,2024-08-10,,cancelled,956.67,5
ORD-000186,308,2025-03-28,,pending,1204.2,0
ORD-000187,318,2025-07-14,2025-07-23,shipped,1642.04,0
ORD-000188,76,2024-02-20,,paid,119.58,0
ORD-000189,438,2024-02-07,,paid,74.54,10
ORD-000190,170,2025-09-09,2025-09-11,shipped,107.57,5
ORD-000191,345,2024-07-01,,paid,575.92,15
ORD-000192,305,2025-12-09,2025-12-19,returned,1576.74,0
ORD-000193,297,2025-04-11,2025-04-17,returned,1863.64,0
ORD-000194,189,2024-11-02,2024-11-09,shipped,1642.33,20
ORD-000195,34,2025-03-13,,cancelled,592.74,0
ORD-000196,441,2024-05-04,2024-05-09,returned,665.12,5
ORD-000197,357,2025-06-21,,paid,426.01,0
ORD-000198,374,2024-04-21,,cancelled,1958.91,10
ORD-000199,371,2024-03-30,2024-04-09,delivered,1868.44,15
ORD-000200,312,2024-10-21,2024-10-27,delivered,526.72,10
ORD-000201,475,2025-09-30,2025-10-03,shipped,1232.44,5
ORD-000202,324,2025-06-16,2025-06-24,returned,990.08,0
ORD-000203,363,2025-09-16,,paid,588.07,0
ORD-000204,13,2024-01-02,,pending,935.12,20
ORD-000205,435,2024-04-30,2024-05-04,returned,1601.13,5
ORD-000206,171,2025-02-27,,pending,705.8,20
ORD-000207,6,2025-10-14,,paid,1284.83,15
ORD-000208,405,2024-10-15,2024-10-17,shipped,622.47,10
ORD-000209,393,2025-07-17,2025-07-18,shipped,236.54,0
ORD-000210,371,2024-12-15,2024-12-25,delivered,1235.83,0
ORD-000211,170,2024-06-28,,paid,1669.31,15
ORD-000212,409,2025-05-05,2025-05-06,delivered,1294.85,5
ORD-000213,236,2024-06-08,2024-06-17,returned,1792.9,5
ORD-000214,29,2025-02-27,2025-03-08,returned,605.69,15
ORD-000215,285,2025-11-25,2025-12-04,shipped,47.25,10
ORD-000216,410,2025-12-02,2025-12-08,shipped,141.76,0
ORD-000217,174,2024-10-14,,pending,1967.4,15
ORD-000218,293,2025-07-01,,paid,1215.32,0
ORD-000219,443,2025-09-01,,pending,1566.86,0
ORD-000220,364,2025-12-23,2025-12-24,shipped,550.28,0
ORD-000221,191,2025-05-23,,paid,909.29,0
ORD-000222,155,2024-08-09,,cancelled,358.28,0
ORD-000223,468,2024-02-08,,paid,194.28,10
ORD-000224,464,2024-01-26,2024-02-04,delivered,316.61,0
ORD-000225,448,2025-05-10,2025-05-19,returned,627.61,0
ORD-000226,421,2024-05-26,,pending,1964.72,10
ORD-000227,106,2025-11-23,,paid,1451.9,5
ORD-000228,443,2025-01-31,2025-02-09,returned,240.51,0
ORD-000229,435,2024-02-15,2024-02-25,returned,1745.03,0
ORD-000230,53,2025-04-23,,pending,1045.95,15
ORD-000231,296,2024-11-15,,pending,1519.4,15
ORD-000232,103,2024-08-02,2024-08-06,shipped,580.27,10
ORD-000233,344,2024-11-22,2024-11-24,delivered,552.58,0
ORD-000234,8,2024-10-07,,pending,1917.01,10
ORD-000235,106,2025-06-10,,pending,1089.63,10
ORD-000236,73,2024-11-22,2024-11-27,shipped,1152.43,0
ORD-000237,314,2024-03-13,2024-03-19,shipped,1085.75,0
ORD-000238,242,2024-05-13,,pending,1807.55,0
ORD-000239,28,2024-04-18,2024-04-20,delivered,858.67,0
ORD-000240,457,2025-12-22,,cancelled,1189.58,20
ORD-000241,229,2025-12-07,2025-12-17,returned,717.69,0
ORD-000242,389,2024-07-21,2024-07-30,returned,166.31,20
ORD-000243,68,2025-04-21,,cancelled,194.9,20
ORD-000244,50,2025-12-16,2025-12-24,delivered,627.68,15
ORD-000245,241,2025-12-28,2026-01-01,delivered,1895.42,0
ORD-000246,468,2025-09-23,2025-09-29,shipped,790.23,15
ORD-000247,404,2025-11-12,2025-11-18,shipped,912.03,0
ORD-000248,58,2024-03-07,2024-03-13,delivered,962.52,20
ORD-000249,394,2024-06-23,2024-06-29,shipped,1212.84,0
ORD-000250,208,2025-06-04,,pending,1636.93,20
ORD-000251,285,2024-04-19,2024-04-21,shipped,1586.94,10
ORD-000252,303,2025-04-17,2025-04-24,delivered,484.76,0
ORD-000253,499,2025-07-15,,paid,969.93,0
ORD-000254,417,2024-12-14,,paid,1391.18,5
ORD-000255,404,2025-03-21,,cancelled,690.98,15
ORD-000256,340,2024-08-29,,paid,1342.51,15
ORD-000257,429,2025-12-29,,cancelled,978.39,10
ORD-000258,167,2025-09-02,2025-09-11,delivered,204.33,5
ORD-000259,490,2024-06-29,2024-07-06,shipped,148.52,0
ORD-000260,395,2025-12-02,,cancelled,1641.53,0
ORD-000261,339,2025-05-21,2025-05-22,returned,190.16,20
ORD-000262,463,2024-05-22,,cancelled,1512.43,20
ORD-000263,339,2024-01-01,,paid,306.94,10
ORD-000264,316,2024-10-25,2024-11-04,delivered,899.85,0
ORD-000265,154,2025-11-28,2025-12-08,shipped,1590.75,15
ORD-000266,368,2024-11-07,2024-11-13,delivered,1980.68,10
ORD-000267,262,2024-01-09,,cancelled,814.35,0
ORD-000268,190,2024-10-28,,pending,1803.14,0
ORD-000269,287,2024-01-01,2024-01-07,returned,228.3,0
ORD-000270,222,2024-02-01,,paid,1407.42,5
ORD-000271,365,2025-10-02,2025-10-09,shipped,818.0,5
ORD-000272,340,2025-07-12,,paid,355.09,0
ORD-000273,197,2024-07-11,,cancelled,1688.22,0
ORD-000274,148,2025-03-03,,paid,1994.94,15
ORD-000275,6,2024-05-08,,paid,152.77,0
ORD-000276,454,2024-05-27,2024-06-04,returned,1319.27,0
ORD-000277,329,2024-03-27,,paid,1613.82,20
ORD-000278,310,2025-04-11,2025-04-18,returned,1250.26,5
ORD-000279,283,2025-06-05,2025-06-13,delivered,775.58,0
ORD-000280,310,2024-07-09,2024-07-10,delivered,1160.1,20
ORD-000281,257,2024-08-30,2024-09-04,returned,827.57,10
ORD-000282,18,2025-08-13,2025-08-14,shipped,1140.62,15
ORD-000283,298,2025-01-12,,pending,968.25,15
ORD-000284,374,2024-03-22,,paid,1465.27,20
ORD-000285,265,2024-10-13,2024-10-15,delivered,1051.48,10
ORD-000286,242,2024-03-31,,paid,1265.02,15
ORD-000287,351,2025-11-15,,pending,1271.04,20
ORD-000288,314,2025-08-16,2025-08-17,shipped,1808.13,10
ORD-000289,233,2024-01-12,2024-01-21,delivered,1813.05,10
ORD-000290,181,2024-12-05,2024-12-10,delivered,585.52,0
ORD-000291,384,2025-12-12,,cancelled,615.1,20
ORD-000292,32,2025-07-31,2025-08-08,shipped,1160.5,10
ORD-000293,150,2024-02-22,2024-03-03,returned,64.32,5
ORD-000294,259,2024-03-25,,paid,162.96,20
ORD-000295,68,2024-10-11,2024-10-21,shipped,569.13,20
ORD-000296,380,2024-09-20,,pending,231.98,0
ORD-000297,78,2025-08-28,2025-09-05,returned,745.84,0
ORD-000298,121,2024-09-24,2024-10-02,returned,369.81,10
ORD-000299,44,2024-02-03,2024-02-06,shipped,1195.13,20
ORD-000300,386,2024-06-06,2024-06-13,delivered,1543.03,0
ORD-000301,372,2025-11-07,2025-11-10,delivered,429.6,15
ORD-000302,329,2024-12-19,,pending,536.15,20
ORD-000303,86,2024-04-28,,pending,933.39,5
ORD-000304,383,2024-11-04,2024-11-13,delivered,474.99,15
ORD-000305,243,2025-12-23,2025-12-28,delivered,298.85,20
ORD-000306,148,2025-03-21,,pending,1855.17,5
ORD-000307,162,2025-01-26,2025-02-04,returned,1368.92,0
ORD-000308,327,2024-04-09,,cancelled,714.12,20
ORD-000309,471,2025-03-18,,cancelled,1307.61,0
ORD-000310,137,2024-12-09,2024-12-11,shipped,518.13,10
ORD-000311,396,2025-02-04,2025-02-08,delivered,1471.28,10
ORD-000312,173,2024-07-18,,cancelled,1358.66,0
ORD-000313,6,2024-11-16,,cancelled,1348.88,20
ORD-000314,211,2024-03-10,,pending,204.42,0
ORD-000315,180,2025-12-02,2025-12-06,delivered,1453.25,0
ORD-000316,13,2024-07-16,,pending,1242.6,0
ORD-000317,458,2025-08-31,2025-09-04,returned,1901.47,15
ORD-000318,491,2024-05-04,2024-05-06,returned,181.91,10
ORD-000319,337,2024-05-13,2024-05-23,delivered,1608.37,0
ORD-000320,95,2024-04-23,2024-04-28,returned,596.19,15
ORD-000321,233,2024-03-18,2024-03-23,returned,1541.02,15
ORD-000322,132,2025-11-14,2025-11-17,shipped,1563.66,0
ORD-000323,199,2024-03-04,2024-03-10,delivered,1991.96,0
ORD-000324,226,2024-09-28,,paid,148.1,0
ORD-000325,92,2025-09-16,2025-09-24,delivered,225.78,10
ORD-000326,315,2025-03-17,,paid,1290.24,5
ORD-000327,18,2024-09-22,,pending,155.11,10
ORD-000328,10,2024-09-13,2024-09-21,delivered,306.22,15
ORD-000329,341,2024-01-01,,pending,787.06,0
ORD-000330,464,2025-12-17,2025-12-24,shipped,1153.53,10
ORD-000331,245,2025-12-25,2026-01-01,delivered,813.79,15
ORD-000332,116,2024-03-12,,cancelled,16.58,15
ORD-000333,291,2025-05-08,,pending,1075.26,0
ORD-000334,156,2024-12-07,2024-12-14,returned,119.84,15
ORD-000335,274,2024-04-02,2024-04-08,shipped,170.11,5
ORD-000336,104,2024-10-23,2024-10-26,returned,1113.41,5
ORD-000337,154,2025-11-07,,paid,1394.81,0
ORD-000338,184,2025-10-07,2025-10-15,returned,178.88,15
ORD-000339,98,2025-03-24,2025-03-27,returned,81.04,0
ORD-000340,251,2025-08-30,,paid,783.65,20
ORD-000341,158,2025-07-07,2025-07-15,returned,1072.54,20
ORD-000342,19,2025-04-05,,pending,685.18,0
ORD-000343,61,2024-02-13,2024-02-17,delivered,1616.14,15
ORD-000344,482,2025-06-19,2025-06-28,delivered,306.42,10
ORD-000345,19,2024-08-26,,pending,1473.56,5
ORD-000346,242,2025-10-31,,pending,1815.29,10
ORD-000347,360,2024-02-16,,paid,1301.08,0
ORD-000348,26,2024-06-25,2024-06-30,returned,1643.27,0
ORD-000349,88,2025-04-12,,cancelled,1672.35,0
ORD-000350,255,2024-04-18,,pending,1194.01,10
ORD-000351,412,2024-08-13,,pending,413.26,0
ORD-000352,167,2025-11-25,2025-11-27,delivered,1951.95,10
ORD-000353,165,2025-07-12,,paid,1674.49,20
ORD-000354,304,2024-08-06,,pending,355.16,0
ORD-000355,73,2024-05-03,2024-05-10,shipped,344.42,0
ORD-000356,225,2025-07-20,,paid,494.85,10
ORD-000357,52,2024-02-11,,paid,1584.19,15
ORD-000358,399,2025-09-19,2025-09-22,delivered,41.1,5
ORD-000359,4,2024-03-23,,pending,367.03,0
ORD-000360,304,2025-12-24,2025-12-29,returned,838.28,20
ORD-000361,65,2025-05-02,2025-05-06,returned,294.74,0
ORD-000362,211,2025-06-19,2025-06-23,delivered,1876.8,10
ORD-000363,306,2025-12-09,,pending,368.2,5
ORD-000364,322,2025-09-18,,pending,1654.7,0
ORD-000365,3,2024-12-22,2024-12-31,delivered,478.92,0
ORD-000366,317,2025-06-26,,pending,730.18,20
ORD-000367,113,2025-07-06,,cancelled,933.79,15
ORD-000368,142,2025-11-06,,paid,115.61,0
ORD-000369,433,2024-06-01,2024-06-09,returned,1000.05,0
ORD-000370,28,2025-11-17,,pending,1293.27,0
ORD-000371,129,2024-08-02,2024-08-08,delivered,1237.47,20
ORD-000372,54,2025-04-09,,pending,1483.43,10
ORD-000373,403,2024-06-29,,paid,67.84,10
ORD-000374,459,2024-04-28,,pending,478.25,5
ORD-000375,167,2025-08-29,,cancelled,843.94,15
ORD-000376,118,2025-11-24,2025-11-26,shipped,659.0,0
ORD-000377,212,2024-08-30,2024-09-03,returned,757.31,0
ORD-000378,300,2024-03-16,2024-03-24,delivered,118.14,5
ORD-000379,476,2024-05-28,,paid,1222.77,0
ORD-000380,70,2025-01-31,2025-02-08,shipped,1442.44,15
ORD-000381,104,2025-01-02,2025-01-08,shipped,263.15,15
ORD-000382,144,2025-08-05,,pending,281.64,20
ORD-000383,215,2025-04-21,2025-04-24,delivered,1523.08,0
ORD-000384,81,2024-10-29,,cancelled,1581.2,15
ORD-000385,296,2025-09-18,,paid,1940.57,20
ORD-000386,211,2024-08-23,,pending,1715.38,5
ORD-000387,243,2024-08-09,,cancelled,1675.61,0
ORD-000388,220,2024-01-15,2024-01-19,returned,503.18,5
ORD-000389,457,2025-08-16,,paid,1855.68,0
ORD-000390,214,2025-08-10,,pending,1960.57,0
ORD-000391,394,2025-04-26,2025-05-05,returned,76.9,10
ORD-000392,415,2025-02-07,2025-02-09,delivered,910.36,0
ORD-000393,386,2024-03-26,,cancelled,34.72,15
ORD-000394,68,2025-02-20,,paid,723.23,0
ORD-000395,9,2025-10-25,,pending,964.77,0
ORD-000396,236,2024-06-14,2024-06-24,returned,1497.1,0
ORD-000397,396,2025-04-10,2025-04-13,delivered,1749.66,5
ORD-000398,321,2024-07-08,2024-07-16,shipped,1410.77,0
ORD-000399,198,2025-10-04,,pending,1787.93,0
ORD-000400,152,2025-06-27,,pending,857.55,0
ORD-000401,278,2025-12-15,,cancelled,1154.71,0
ORD-000402,318,2025-12-02,,pending,1762.89,15
ORD-000403,485,2024-02-26,,cancelled,1820.91,0
ORD-000404,197,2024-02-22,,pending,737.53,10
ORD-000405,188,2024-02-11,2024-02-14,shipped,1299.86,15
ORD-000406,364,2024-03-09,,cancelled,1549.42,0
ORD-000407,277,2024-12-08,,paid,235.98,5
ORD-000408,108,2025-08-17,2025-08-21,returned,647.72,0
ORD-000409,217,2025-05-30,2025-06-04,returned,118.38,0
ORD-000410,249,2024-12-19,2024-12-28,delivered,1058.1,0
ORD-000411,273,2025-04-26,2025-05-05,returned,1799.91,5
ORD-000412,410,2025-09-27,2025-09-29,shipped,384.82,5
ORD-000413,201,2024-03-30,,pending,1796.91,0
ORD-000414,85,2024-03-19,,pending,559.13,15
ORD-000415,78,2024-05-31,2024-06-04,delivered,1046.17,15
ORD-000416,214,2024-01-24,2024-02-02,shipped,1864.13,5
ORD-000417,228,2024-12-21,2024-12-22,delivered,590.12,0
ORD-000418,428,2024-01-23,,paid,1895.42,15
ORD-000419,297,2024-12-09,2024-12-15,delivered,1314.96,20
ORD-000420,304,2024-11-30,2024-12-09,delivered,1685.4,5
ORD-000421,291,2025-04-13,2025-04-16,shipped,1797.58,0
ORD-000422,117,2024-06-24,2024-07-02,shipped,750.09,0
ORD-000423,181,2024-02-18,,paid,575.92,0
ORD-000424,365,2025-09-25,,paid,1075.28,0
ORD-000425,355,2024-06-28,2024-07-01,returned,330.9,0
ORD-000426,295,2024-02-12,2024-02-15,shipped,887.37,0
ORD-000427,288,2024-07-07,,paid,1417.2,15
ORD-000428,76,2024-11-20,2024-11-26,shipped,902.37,0
ORD-000429,63,2025-06-30,2025-07-01,shipped,815.08,5
ORD-000430,476,2024-05-28,2024-06-03,delivered,320.55,15
ORD-000431,170,2025-07-13,,cancelled,1298.02,0
ORD-000432,497,2025-04-30,2025-05-10,shipped,1337.11,20
ORD-000433,465,2025-08-01,2025-08-09,returned,683.98,0
ORD-000434,72,2025-05-05,,pending,1359.24,0
ORD-000435,206,2024-11-11,,pending,1238.87,0
ORD-000436,48,2025-04-01,2025-04-07,shipped,119.52,15
ORD-000437,270,2024-07-18,,cancelled,452.07,20
ORD-000438,12,2024-10-11,,paid,176.34,20
ORD-000439,344,2025-04-01,2025-04-03,returned,1951.92,5
ORD-000440,163,2024-07-18,2024-07-28,delivered,1214.1,0
ORD-000441,204,2025-11-13,2025-11-16,shipped,1434.77,5
ORD-000442,191,2025-01-13,2025-01-14,delivered,576.45,0
ORD-000443,448,2024-11-11,2024-11-20,delivered,184.32,15
ORD-000444,213,2025-03-30,2025-04-07,returned,584.38,20
ORD-000445,459,2025-03-10,2025-03-17,returned,287.74,10
ORD-000446,74,2025-09-04,,pending,423.49,5
ORD-000447,34,2025-06-21,2025-07-01,shipped,1514.67,0
ORD-000448,328,2024-01-07,2024-01-12,delivered,834.88,10
ORD-000449,291,2025-04-18,2025-04-21,returned,406.52,20
ORD-000450,284,2025-01-25,2025-02-02,shipped,94.04,20
ORD-000451,156,2024-11-05,,cancelled,993.26,15
ORD-000452,14,2025-04-19,,paid,1584.53,0
ORD-000453,490,2024-09-25,2024-10-03,shipped,257.11,15
ORD-000454,92,2024-10-21,2024-10-29,delivered,1814.52,15
ORD-000455,62,2024-09-07,,pending,1531.79,5
ORD-000456,382,2024-03-09,,cancelled,729.9,5
ORD-000457,445,2025-08-02,2025-08-07,delivered,1259.71,5
ORD-000458,192,2025-12-11,,pending,1029.93,10
